Loan_ID,Borrower_ID,Group_ID,Facility_ID,Portfolio_ID,Borrower_Name,Sector,Geography,Customer_Type,Credit_Rating_Internal,Credit_Rating_External,Low_Credit_Risk_Flag,Loan_Amount_Original,Loan_Amount_Outstanding,Currency,Product_Type,Drawdown_Date,Maturity_Date,Remaining_Term,Interest_Rate_Type,Interest_Rate,Effective_Interest_Rate,Repayment_Type,Repayment_Schedule,PD_12m,PD_Lifetime,LGD,EAD,SICR_Flag,Stage,Default_Flag,Days_Past_Due,Forbearance_Flag,Collateral_Value,Collateral_Type,Guarantee_Amount,Recovery_Strategy,Impairment_Allowance,Impairment_Model_Version,Date_Stage_Changed,ECL_Amount_12m,ECL_Amount_Lifetime,ECL_Scenario_Weights
LN00240,BR00240,GRP003,FAC0041,PORT10,Borrower_240,Retail,India,SME,B1,AA,1,925649.01,792268.62,ZAR,Term Loan,11/12/16,5/1/21,-1544,Fixed,0.1099,0.09,Amortizing,Quarterly,0.1498,0.3458,0.55,792268.62,1,2,0,120,0,248863.29,Guarantee,60800.6,Write-off,150681.57,v3.0,10/10/17,65275.01,150681.57,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00241,BR00241,GRP042,FAC0091,PORT5,Borrower_241,Construction,Germany,Corporate,A2,CCC,0,139060.22,71263.16,INR,Term Loan,12/25/20,9/3/23,-689,Variable,0.1127,0.1173,Revolving,Annually,0.4662,0.6315,0.28,71263.16,1,3,1,60,0,39669.93,Real Estate,19460.03,Legal Action,12600.75,v3.0,7/12/22,9302.41,12600.75,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00242,BR00242,GRP050,FAC0036,PORT4,Borrower_242,Manufacturing,USA,Corporate,B2,B,0,44299.68,35827.85,USD,Term Loan,4/23/16,1/13/19,-2383,Variable,0.0533,0.0877,Amortizing,Monthly,0.118,0.2216,0.23,35827.85,1,2,0,30,0,10745.83,Guarantee,10451.55,Write-off,1826.07,v1.0,4/26/18,972.37,1826.07,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00243,BR00243,GRP027,FAC0057,PORT5,Borrower_243,Retail,South Africa,SME,B2,AA,0,398390.37,201623.53,BRL,Term Loan,10/18/19,11/13/22,-983,Fixed,0.0472,0.0379,Amortizing,Annually,0.179,0.2752,0.64,201623.53,1,2,0,60,0,100771.1,Receivables,73376.18,Sell Collateral,35511.55,v1.0,11/25/21,23097.99,35511.55,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00244,BR00244,GRP032,FAC0006,PORT5,Borrower_244,Energy,Germany,SME,C1,B,0,421271.43,403243.22,USD,Term Loan,12/29/15,1/10/17,-3116,Fixed,0.0485,0.0479,Amortizing,Annually,0.2131,0.3465,0.66,403243.22,1,3,1,120,0,145375.98,Real Estate,167806.38,Sell Collateral,92217.69,v2.0,3/29/16,56714.55,92217.69,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00245,BR00245,GRP044,FAC0061,PORT2,Borrower_245,Banking,Brazil,Corporate,C1,AAA,0,651890.13,335215.79,EUR,Term Loan,7/7/20,5/15/25,-69,Fixed,0.0475,0.0732,Amortizing,Quarterly,0.3847,0.5087,0.38,335215.79,1,3,1,0,0,111332,Guarantee,73088.53,Legal Action,64799.22,v1.0,1/16/22,49003.86,64799.22,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00246,BR00246,GRP049,FAC0013,PORT10,Borrower_246,Retail,Brazil,SME,B1,CCC,0,643522.19,629093.25,GBP,Term Loan,1/19/19,5/27/22,-1153,Variable,0.1123,0.0369,Revolving,Semi-Annually,0.0339,0.1276,0.52,629093.25,0,1,0,0,0,418489.79,Real Estate,60963.8,Sell Collateral,41741.6,v1.0,2/14/19,11089.66,41741.6,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00247,BR00247,GRP040,FAC0089,PORT9,Borrower_247,Energy,South Africa,Corporate,A1,BBB,0,295789.4,263076.25,USD,Term Loan,7/14/16,6/9/20,-1870,Fixed,0.1283,0.0499,Bullet,Annually,0.2119,0.4,0.28,263076.25,1,3,1,10,1,238702.51,Guarantee,24783.99,Sell Collateral,29464.54,v3.0,7/26/18,15608.84,29464.54,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00248,BR00248,GRP045,FAC0030,PORT5,Borrower_248,Retail,UK,Retail,A1,BBB,0,891931.86,712496.86,USD,Term Loan,7/23/16,1/14/20,-2017,Fixed,0.0323,0.0407,Amortizing,Annually,0.3842,0.4855,0.57,712496.86,1,3,1,120,0,516431.84,Real Estate,45854.33,Legal Action,197172.82,v1.0,9/28/16,156032.54,197172.82,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00249,BR00249,GRP039,FAC0027,PORT10,Borrower_249,Retail,UK,Corporate,B1,AAA,1,523209.61,277108.88,ZAR,Term Loan,11/23/23,8/4/28,1108,Variable,0.1439,0.0309,Amortizing,Semi-Annually,0.0683,0.1563,0.35,277108.88,1,2,0,0,0,58584.75,Cash,13371,Legal Action,15159.24,v3.0,2/2/27,6624.29,15159.24,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00250,BR00250,GRP033,FAC0091,PORT8,Borrower_250,Banking,South Africa,Corporate,A2,BBB,0,823194.77,725746.63,USD,Term Loan,10/7/15,4/26/17,-3010,Fixed,0.1302,0.0304,Amortizing,Annually,0.2691,0.4265,0.58,725746.63,1,3,1,30,1,676257.16,Cash,263209.92,Legal Action,179527.94,v2.0,1/30/16,113273.08,179527.94,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00251,BR00251,GRP025,FAC0037,PORT8,Borrower_251,Energy,South Africa,SME,B2,AA,0,141143.09,78356.73,GBP,Term Loan,7/16/23,4/19/26,270,Variable,0.0527,0.095,Bullet,Annually,0.0766,0.2409,0.34,78356.73,1,2,0,120,0,42652.82,Guarantee,3222.34,Legal Action,6417.89,v1.0,6/5/25,2040.72,6417.89,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00252,BR00252,GRP011,FAC0009,PORT6,Borrower_252,Retail,Germany,Retail,C1,CCC,0,123068.45,88489.81,USD,Term Loan,7/6/20,4/12/25,-102,Fixed,0.1306,0.118,Revolving,Annually,0.3327,0.3955,0.55,88489.81,1,3,1,10,0,79922.66,Guarantee,32804.6,Sell Collateral,19248.75,v3.0,10/3/22,16192.31,19248.75,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00253,BR00253,GRP009,FAC0004,PORT2,Borrower_253,Healthcare,USA,Retail,B2,B,1,673343.47,656556.62,EUR,Term Loan,12/29/18,8/29/22,-1059,Variable,0.1026,0.0526,Amortizing,Quarterly,0.4939,0.6206,0.25,656556.62,1,3,1,10,0,436960.71,Guarantee,163244.2,Restructure,101864.76,v1.0,11/27/21,81068.33,101864.76,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00254,BR00254,GRP028,FAC0016,PORT7,Borrower_254,Construction,Germany,SME,B2,BBB,1,796876.79,478895.76,EUR,Term Loan,8/10/23,5/14/27,660,Variable,0.1362,0.0786,Bullet,Annually,0.3344,0.4579,0.6,478895.76,1,3,1,30,0,377163.18,Inventory,4231.14,Legal Action,131571.82,v2.0,10/14/25,96085.65,131571.82,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00255,BR00255,GRP025,FAC0079,PORT6,Borrower_255,Banking,Germany,Retail,A1,BB,1,577478.12,430381.08,GBP,Term Loan,6/19/20,1/29/22,-1271,Variable,0.1271,0.0756,Revolving,Monthly,0.2814,0.4123,0.63,430381.08,1,3,1,60,0,234653.24,Guarantee,84222.31,Write-off,111791.06,v1.0,8/31/21,76298.82,111791.06,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00256,BR00256,GRP022,FAC0022,PORT1,Borrower_256,Energy,Germany,Retail,B2,B,0,423691.01,223804.02,BRL,Term Loan,11/14/18,11/14/21,-1347,Variable,0.062,0.1119,Revolving,Annually,0.1297,0.2149,0.5,223804.02,1,2,0,30,0,83796.97,Receivables,7329.61,Restructure,24047.74,v2.0,12/26/20,14513.69,24047.74,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00257,BR00257,GRP024,FAC0056,PORT4,Borrower_257,Construction,South Africa,Retail,C1,AA,1,335972.94,184403.06,USD,Term Loan,5/25/21,8/1/24,-356,Variable,0.1495,0.0988,Amortizing,Quarterly,0.2493,0.4029,0.45,184403.06,1,3,1,10,0,120478.83,Receivables,31306.05,Restructure,33433.2,v3.0,12/5/21,20687.26,33433.2,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00258,BR00258,GRP035,FAC0041,PORT4,Borrower_258,Construction,India,SME,C1,BB,0,287897.63,225485.5,BRL,Term Loan,8/21/21,7/10/24,-378,Fixed,0.1357,0.0572,Revolving,Quarterly,0.2702,0.3843,0.53,225485.5,1,3,1,30,0,110402.08,Receivables,90659.46,Write-off,45926.66,v1.0,4/4/24,32290.88,45926.66,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00259,BR00259,GRP048,FAC0088,PORT5,Borrower_259,Construction,India,SME,A1,B,1,542064.95,437560.87,INR,Term Loan,1/2/18,7/31/22,-1088,Variable,0.1288,0.0481,Revolving,Quarterly,0.3869,0.502,0.23,437560.87,1,3,1,90,0,138416.5,Guarantee,101183.04,Legal Action,50520.78,v2.0,5/5/19,38937.23,50520.78,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00260,BR00260,GRP002,FAC0034,PORT5,Borrower_260,Healthcare,Brazil,Retail,A1,B,0,208077.69,129589.39,USD,Term Loan,4/10/16,2/11/18,-2719,Fixed,0.1332,0.1115,Bullet,Semi-Annually,0.4153,0.5349,0.41,129589.39,1,3,1,90,0,44765.46,Receivables,13087.91,Sell Collateral,28420.12,v1.0,5/31/17,22065.57,28420.12,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00261,BR00261,GRP038,FAC0100,PORT9,Borrower_261,Banking,India,Retail,A2,BB,1,664281.99,362135.42,GBP,Term Loan,1/28/19,11/3/23,-628,Variable,0.1299,0.075,Revolving,Annually,0.4721,0.6307,0.49,362135.42,1,3,1,10,1,252696.44,Cash,21844.48,Write-off,111915.42,v1.0,11/19/19,83772.42,111915.42,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00262,BR00262,GRP044,FAC0032,PORT5,Borrower_262,Retail,Germany,SME,B1,CCC,0,229826.47,146462.36,ZAR,Term Loan,3/13/16,3/6/18,-2696,Fixed,0.131,0.1154,Revolving,Monthly,0.2101,0.3895,0.39,146462.36,1,3,1,0,0,70507.45,Cash,23176.93,Sell Collateral,22248.36,v3.0,4/10/17,12000.98,22248.36,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00263,BR00263,GRP017,FAC0039,PORT2,Borrower_263,Retail,Germany,Retail,A2,BBB,0,959313.94,653702.95,ZAR,Term Loan,6/20/18,1/18/23,-917,Variable,0.1247,0.1119,Amortizing,Monthly,0.408,0.4763,0.39,653702.95,1,3,1,10,0,640755.43,Inventory,128444.64,Write-off,121429.9,v3.0,10/12/20,104017.21,121429.9,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00264,BR00264,GRP045,FAC0004,PORT1,Borrower_264,Healthcare,South Africa,Retail,B2,CCC,0,879226,800201.74,USD,Term Loan,9/24/18,2/5/22,-1264,Variable,0.054,0.0956,Amortizing,Semi-Annually,0.414,0.5688,0.41,800201.74,1,3,1,90,1,315352.71,Receivables,219146.34,Restructure,186613.45,v1.0,8/13/19,135826.24,186613.45,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00265,BR00265,GRP017,FAC0023,PORT10,Borrower_265,Banking,Germany,Retail,A1,BBB,0,719292.66,635713.5,INR,Term Loan,10/19/17,9/10/21,-1412,Variable,0.1434,0.0587,Revolving,Quarterly,0.3281,0.3976,0.6,635713.5,1,3,1,90,0,484194.3,Real Estate,152051.7,Restructure,151655.81,v3.0,6/5/21,125146.56,151655.81,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00266,BR00266,GRP011,FAC0073,PORT2,Borrower_266,Manufacturing,South Africa,Corporate,B2,CCC,0,244133.1,132927.61,INR,Term Loan,11/11/21,5/17/26,298,Variable,0.0442,0.084,Revolving,Quarterly,0.2366,0.3259,0.51,132927.61,1,3,1,10,1,127906.88,Cash,9919.8,Sell Collateral,22093.77,v2.0,1/17/26,16039.84,22093.77,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00267,BR00267,GRP017,FAC0031,PORT10,Borrower_267,Construction,UK,SME,C1,B,0,147595.34,136993.4,USD,Term Loan,7/17/20,9/7/23,-685,Fixed,0.0863,0.0462,Amortizing,Annually,0.304,0.5033,0.29,136993.4,1,3,1,30,0,17246.89,Cash,54281.14,Write-off,19995.15,v3.0,11/30/22,12077.34,19995.15,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00268,BR00268,GRP039,FAC0091,PORT1,Borrower_268,Manufacturing,Germany,Corporate,C1,BBB,0,271101.08,148465.72,INR,Term Loan,4/4/23,8/9/27,747,Variable,0.0459,0.1117,Revolving,Monthly,0.0388,0.1387,0.32,148465.72,0,1,0,0,0,140357.97,Receivables,73990.82,Legal Action,6589.5,v2.0,3/16/24,1843.35,6589.5,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00269,BR00269,GRP032,FAC0036,PORT6,Borrower_269,Construction,Germany,SME,C1,CCC,0,931720.4,874837.36,GBP,Term Loan,8/25/20,5/30/24,-419,Variable,0.0823,0.0534,Bullet,Semi-Annually,0.0746,0.1722,0.42,874837.36,1,2,0,90,0,857922.33,Inventory,137029.98,Legal Action,63271.74,v3.0,5/2/24,27410.4,63271.74,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00270,BR00270,GRP032,FAC0006,PORT8,Borrower_270,Banking,South Africa,Corporate,B2,BBB,0,72157.74,41440.94,ZAR,Term Loan,2/20/22,8/9/25,17,Fixed,0.0448,0.072,Bullet,Quarterly,0.1226,0.178,0.28,41440.94,1,2,0,30,0,37531.31,Guarantee,2404.07,Legal Action,2065.42,v1.0,12/27/24,1422.58,2065.42,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00271,BR00271,GRP007,FAC0043,PORT1,Borrower_271,Banking,South Africa,Corporate,A1,BBB,0,893076.63,708065.72,USD,Term Loan,1/22/18,3/20/22,-1221,Variable,0.0485,0.1128,Bullet,Annually,0.2959,0.4916,0.29,708065.72,1,3,1,90,0,388232.22,Inventory,87147.82,Write-off,100944.68,v3.0,7/27/19,60759.83,100944.68,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00272,BR00272,GRP004,FAC0083,PORT5,Borrower_272,Banking,USA,Corporate,A1,BB,0,25689.25,25300.96,INR,Term Loan,8/30/21,5/8/26,289,Fixed,0.0779,0.1116,Bullet,Quarterly,0.3315,0.5241,0.7,25300.96,1,3,1,30,0,5474.83,Inventory,10082.86,Restructure,9282.16,v1.0,10/30/22,5871.09,9282.16,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00273,BR00273,GRP039,FAC0017,PORT6,Borrower_273,Healthcare,USA,SME,C1,AA,0,783902.69,503632.35,INR,Term Loan,10/29/16,1/2/20,-2029,Variable,0.0622,0.0962,Revolving,Annually,0.3788,0.5269,0.6,503632.35,1,3,1,0,1,459998.07,Real Estate,232098.92,Write-off,159218.33,v2.0,11/14/17,114465.56,159218.33,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00274,BR00274,GRP042,FAC0068,PORT2,Borrower_274,Banking,India,SME,A1,CCC,0,437496.76,227594.15,EUR,Term Loan,11/14/19,5/27/24,-422,Fixed,0.1121,0.0942,Amortizing,Quarterly,0.1775,0.297,0.52,227594.15,1,2,0,10,0,130764.41,Receivables,105907.25,Write-off,35149.64,v2.0,1/21/23,21006.94,35149.64,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00275,BR00275,GRP038,FAC0011,PORT9,Borrower_275,Manufacturing,USA,Corporate,B2,AA,0,95001.87,49642.99,INR,Term Loan,7/15/15,8/16/19,-2168,Fixed,0.04,0.0948,Revolving,Semi-Annually,0.0627,0.1764,0.43,49642.99,1,2,0,0,0,20845.68,Guarantee,20175.53,Write-off,3765.52,v3.0,1/21/18,1338.42,3765.52,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00276,BR00276,GRP001,FAC0051,PORT2,Borrower_276,Manufacturing,UK,Corporate,B2,BBB,0,354507.69,339992.71,ZAR,Term Loan,12/30/21,6/24/24,-394,Variable,0.0663,0.1084,Revolving,Semi-Annually,0.4069,0.4886,0.5,339992.71,1,3,1,0,0,197514.82,Inventory,18075.82,Sell Collateral,83060.22,v1.0,5/7/22,69171.52,83060.22,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00277,BR00277,GRP035,FAC0025,PORT2,Borrower_277,Banking,India,Retail,B2,BBB,1,206986.04,187940.04,EUR,Term Loan,7/7/16,8/4/17,-2910,Fixed,0.1187,0.0885,Amortizing,Annually,0.3511,0.4293,0.52,187940.04,1,3,1,0,1,124689.43,Inventory,40951.05,Restructure,41954.98,v2.0,5/2/17,34312.59,41954.98,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00278,BR00278,GRP039,FAC0094,PORT9,Borrower_278,Banking,USA,SME,B2,BBB,0,308934.78,282590.48,ZAR,Term Loan,9/20/17,11/6/19,-2086,Variable,0.0578,0.1182,Bullet,Monthly,0.2019,0.302,0.56,282590.48,1,3,1,0,0,215721.23,Inventory,119905.44,Sell Collateral,47791.7,v3.0,11/24/17,31950.81,47791.7,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00279,BR00279,GRP029,FAC0030,PORT9,Borrower_279,Retail,Brazil,Corporate,B1,BB,0,428794.71,315879.76,ZAR,Term Loan,1/2/18,8/21/22,-1067,Variable,0.0457,0.0445,Amortizing,Annually,0.2524,0.4432,0.42,315879.76,1,3,1,30,0,164989.18,Inventory,114697.38,Sell Collateral,58799.12,v2.0,6/27/22,33485.78,58799.12,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00280,BR00280,GRP032,FAC0039,PORT4,Borrower_280,Retail,Brazil,Retail,A1,A,0,223064.42,188567.23,GBP,Term Loan,10/25/16,4/20/21,-1555,Fixed,0.051,0.0845,Revolving,Monthly,0.0522,0.1746,0.3,188567.23,1,2,0,10,0,89453.64,Real Estate,9513.57,Sell Collateral,9877.15,v2.0,6/15/17,2952.96,9877.15,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00281,BR00281,GRP045,FAC0066,PORT10,Borrower_281,Healthcare,USA,Corporate,A1,BBB,0,138274.27,84630.47,USD,Term Loan,12/4/21,3/12/24,-498,Fixed,0.1238,0.0993,Revolving,Monthly,0.1363,0.2373,0.58,84630.47,1,2,0,30,0,76733.26,Receivables,23570.53,Restructure,11648.03,v3.0,3/21/22,6690.38,11648.03,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00282,BR00282,GRP042,FAC0047,PORT6,Borrower_282,Retail,USA,Retail,B2,BBB,0,135698.16,81784.35,USD,Term Loan,11/15/16,5/28/21,-1517,Fixed,0.1302,0.0755,Amortizing,Semi-Annually,0.1872,0.3465,0.42,81784.35,1,2,0,120,0,15487.08,Guarantee,29955.64,Legal Action,11902.08,v1.0,5/13/18,6430.21,11902.08,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00283,BR00283,GRP030,FAC0067,PORT6,Borrower_283,Manufacturing,India,Retail,A1,B,0,373430.54,310880.04,USD,Term Loan,3/6/19,7/2/22,-1117,Fixed,0.0706,0.0424,Amortizing,Quarterly,0.0843,0.2473,0.59,310880.04,1,2,0,60,0,287942.71,Inventory,66656.23,Restructure,45359.57,v2.0,5/20/19,15462.24,45359.57,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00284,BR00284,GRP020,FAC0093,PORT6,Borrower_284,Banking,USA,SME,C1,BB,0,167933.06,132210.11,ZAR,Term Loan,5/28/22,12/31/26,526,Variable,0.0835,0.0677,Bullet,Annually,0.4891,0.6861,0.69,132210.11,1,3,1,120,0,96607.43,Guarantee,58554.72,Write-off,62589.46,v1.0,2/4/24,44618.14,62589.46,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00285,BR00285,GRP049,FAC0082,PORT3,Borrower_285,Manufacturing,USA,Corporate,C1,A,1,546684.82,379944.18,GBP,Term Loan,12/12/15,2/24/17,-3071,Variable,0.1484,0.0384,Bullet,Monthly,0.3623,0.5443,0.34,379944.18,1,3,1,90,0,216265.09,Guarantee,104823.91,Sell Collateral,70313.23,v3.0,8/27/16,46802.28,70313.23,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00286,BR00286,GRP038,FAC0073,PORT9,Borrower_286,Energy,UK,SME,B1,A,0,66778.22,55124.17,ZAR,Term Loan,12/22/18,8/31/20,-1787,Fixed,0.1157,0.0605,Revolving,Quarterly,0.0711,0.1658,0.2,55124.17,1,2,0,120,0,42510.78,Real Estate,6507.33,Sell Collateral,1827.92,v3.0,8/9/20,783.87,1827.92,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00287,BR00287,GRP034,FAC0052,PORT10,Borrower_287,Energy,Brazil,SME,B1,BB,0,465223.4,266701.7,INR,Term Loan,2/27/17,3/7/20,-1964,Variable,0.1127,0.0729,Amortizing,Annually,0.2186,0.3304,0.64,266701.7,1,3,1,0,1,115312.43,Cash,59496.36,Legal Action,56395.67,v3.0,11/14/17,37312.63,56395.67,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00288,BR00288,GRP008,FAC0078,PORT7,Borrower_288,Manufacturing,USA,SME,C1,A,1,468558.54,461069.05,EUR,Term Loan,6/8/20,6/3/25,-50,Fixed,0.0746,0.0972,Amortizing,Semi-Annually,0.2615,0.3909,0.44,461069.05,1,3,1,120,1,199365.73,Guarantee,217640.63,Write-off,79302.03,v1.0,11/14/24,53050.6,79302.03,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00289,BR00289,GRP003,FAC0054,PORT8,Borrower_289,Energy,Germany,Corporate,B2,A,0,788116.65,560255.17,INR,Term Loan,8/8/16,5/26/18,-2615,Fixed,0.1214,0.074,Revolving,Annually,0.469,0.5648,0.61,560255.17,1,3,1,30,1,231824.65,Inventory,34267.42,Write-off,193023.59,v1.0,7/7/17,160283.4,193023.59,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00290,BR00290,GRP006,FAC0022,PORT1,Borrower_290,Energy,South Africa,Corporate,B1,BB,0,671212.27,473079.91,ZAR,Term Loan,1/1/16,7/2/20,-1847,Fixed,0.0531,0.0903,Revolving,Monthly,0.1241,0.2334,0.22,473079.91,1,2,0,90,0,165406.52,Receivables,104809.96,Legal Action,24291.71,v2.0,10/26/18,12916.03,24291.71,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00291,BR00291,GRP039,FAC0042,PORT7,Borrower_291,Energy,USA,SME,A1,A,0,665089.33,509411.68,INR,Term Loan,3/18/15,11/18/16,-3169,Fixed,0.1332,0.1099,Amortizing,Annually,0.4816,0.5728,0.55,509411.68,1,3,1,10,1,420890.66,Guarantee,113147.84,Restructure,160485.06,v1.0,6/27/15,134932.97,160485.06,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00292,BR00292,GRP020,FAC0050,PORT2,Borrower_292,Banking,UK,SME,B1,A,0,299644.69,177190.23,USD,Term Loan,1/28/21,1/7/23,-928,Fixed,0.0543,0.1165,Revolving,Quarterly,0.3865,0.4596,0.23,177190.23,1,3,1,60,0,131469.93,Inventory,16076.28,Write-off,18730.42,v1.0,10/30/21,15751.33,18730.42,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00293,BR00293,GRP049,FAC0072,PORT3,Borrower_293,Banking,Brazil,SME,B2,AAA,0,475527.06,334551.47,BRL,Term Loan,9/6/15,6/18/18,-2592,Fixed,0.1239,0.0799,Bullet,Semi-Annually,0.2472,0.3583,0.21,334551.47,1,3,1,10,0,64019.26,Receivables,98052.47,Legal Action,25172.66,v1.0,3/9/17,17367.24,25172.66,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00294,BR00294,GRP017,FAC0088,PORT7,Borrower_294,Banking,South Africa,Retail,C1,CCC,0,462707.16,231585.18,USD,Term Loan,10/2/19,11/11/23,-620,Fixed,0.1187,0.0354,Revolving,Monthly,0.2377,0.4121,0.28,231585.18,1,3,1,30,0,80122.14,Guarantee,106738.85,Restructure,26722.15,v2.0,9/1/23,15413.38,26722.15,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00295,BR00295,GRP049,FAC0091,PORT8,Borrower_295,Banking,UK,Corporate,B1,A,1,730572.31,730141.73,BRL,Term Loan,5/18/16,2/28/18,-2702,Variable,0.0319,0.0914,Revolving,Quarterly,0.4404,0.522,0.36,730141.73,1,3,1,90,0,244761.38,Real Estate,125086.15,Write-off,137208.23,v1.0,5/27/16,115759.59,137208.23,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00296,BR00296,GRP043,FAC0057,PORT2,Borrower_296,Banking,India,Corporate,B1,BBB,1,424899.77,402649.51,ZAR,Term Loan,7/18/22,7/7/24,-381,Fixed,0.045,0.0886,Amortizing,Quarterly,0.3546,0.519,0.64,402649.51,1,3,1,90,1,363719.33,Inventory,108443.44,Restructure,133744.06,v1.0,8/7/22,91378.89,133744.06,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00297,BR00297,GRP024,FAC0005,PORT5,Borrower_297,Construction,South Africa,Corporate,C1,AA,1,686943.27,587060.96,ZAR,Term Loan,7/4/23,1/29/26,190,Variable,0.0433,0.0946,Amortizing,Annually,0.1038,0.2762,0.35,587060.96,1,2,0,120,0,319612.31,Cash,68761.85,Legal Action,56751.18,v3.0,7/29/25,21327.92,56751.18,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00298,BR00298,GRP034,FAC0094,PORT5,Borrower_298,Retail,South Africa,Retail,C1,BB,1,688735.93,538984.16,BRL,Term Loan,5/6/21,2/10/26,202,Variable,0.0302,0.0534,Amortizing,Monthly,0.042,0.1112,0.23,538984.16,0,1,0,0,0,164481.07,Guarantee,153584.42,Write-off,13785.06,v2.0,11/18/22,5206.59,13785.06,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00299,BR00299,GRP013,FAC0043,PORT2,Borrower_299,Energy,USA,Corporate,A2,B,0,527929.36,394778.9,USD,Term Loan,5/13/16,3/5/21,-1601,Fixed,0.0536,0.0678,Amortizing,Semi-Annually,0.2635,0.32,0.34,394778.9,1,3,1,120,1,41310.99,Real Estate,88600.52,Restructure,42951.94,v1.0,1/20/19,35368.24,42951.94,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
